order_id,customer_id,order_date,order_month,order_year,order_quarter,day_of_week,is_weekend,is_month_end,city,region,acquisition_channel,subtotal,shipping_cost,order_total,discount_pct,status,num_items
ORD0000026,CUS00013,2024-03-21,2024-03,2024,Q1,Thursday,False,False,Leeds,England,Paid Social,29.97,4.82,34.79,0.0,Completed,1
ORD0000027,CUS00013,2024-04-25,2024-04,2024,Q2,Thursday,False,True,Leeds,England,Paid Social,40.69,5.13,45.82,0.26,Completed,1
ORD0000028,CUS00013,2024-06-15,2024-06,2024,Q2,Saturday,True,False,Leeds,England,Paid Social,44.99,4.88,49.87,0.0,Completed,1
ORD0000029,CUS00013,2024-06-29,2024-06,2024,Q2,Saturday,True,True,Leeds,England,Paid Social,372.38,18.88,391.26,0.24,Completed,2
ORD0000030,CUS00013,2024-10-10,2024-10,2024,Q4,Thursday,False,False,Leeds,England,Paid Social,111.68,6.52,118.2,0.0,Completed,4
ORD0000031,CUS00013,2024-11-26,2024-11,2024,Q4,Tuesday,False,True,Leeds,England,Paid Social,27.29,5.13,32.42,0.22,Completed,1
ORD0000032,CUS00013,2024-12-10,2024-12,2024,Q4,Tuesday,False,False,Leeds,England,Paid Social,339.98,5.97,345.95,0.0,Completed,1
ORD0000033,CUS00014,2022-05-11,2022-05,2022,Q2,Wednesday,False,False,Liverpool,England,Paid Social,59.99,5.14,65.13,0.0,Completed,1
ORD0000034,CUS00014,2022-06-04,2022-06,2022,Q2,Saturday,True,False,Liverpool,England,Paid Social,169.99,5.04,175.03,0.0,Completed,1
ORD0000035,CUS00014,2022-08-14,2022-08,2022,Q3,Sunday,True,False,Liverpool,England,Paid Social,44.99,4.68,49.67,0.0,Completed,1
ORD0000036,CUS00014,2022-09-02,2022-09,2022,Q3,Friday,False,False,Liverpool,England,Paid Social,11.71,5.25,16.96,0.0,Completed,1
ORD0000037,CUS00014,2022-10-24,2022-10,2022,Q4,Monday,False,True,Liverpool,England,Paid Social,49.19,5.14,54.33,0.18,Completed,1
ORD0000038,CUS00014,2022-11-07,2022-11,2022,Q4,Monday,False,False,Liverpool,England,Paid Social,154.97,5.94,160.91,0.0,Completed,2
ORD0000039,CUS00015,2023-02-23,2023-02,2023,Q1,Thursday,False,False,London,England,Email,59.99,4.64,64.63,0.0,Completed,1
ORD0000040,CUS00016,2024-11-14,2024-11,2024,Q4,Thursday,False,False,Manchester,England,Paid Social,89.99,4.83,94.82,0.0,Completed,1
ORD0000041,CUS00017,2022-11-22,2022-11,2022,Q4,Tuesday,False,False,Manchester,England,Google Ads,182.98,6.4,189.38,0.0,Completed,2
ORD0000042,CUS00017,2022-12-06,2022-12,2022,Q4,Tuesday,False,False,Manchester,England,Google Ads,84.98,6.26,91.24,0.0,Completed,2
ORD0000043,CUS00018,2023-09-14,2023-09,2023,Q3,Thursday,False,False,Liverpool,England,Paid Social,7.99,4.51,12.5,0.0,Cancelled,1
ORD0000044,CUS00018,2023-12-29,2023-12,2023,Q4,Friday,False,True,Liverpool,England,Paid Social,37.4,6.19,43.59,0.13,Completed,1
ORD0000045,CUS00018,2024-02-23,2024-02,2024,Q1,Friday,False,False,Liverpool,England,Paid Social,234.97,8.08,243.05,0.0,Returned,2
ORD0000046,CUS00018,2024-04-07,2024-04,2024,Q2,Sunday,True,False,Liverpool,England,Paid Social,8.99,4.47,13.46,0.0,Completed,1
ORD0000047,CUS00018,2024-04-26,2024-04,2024,Q2,Friday,False,True,Liverpool,England,Paid Social,167.17,5.56,172.73,0.12,Completed,2
ORD0000048,CUS00018,2024-06-03,2024-06,2024,Q2,Monday,False,False,Liverpool,England,Paid Social,362.93,11.33,374.26,0.0,Completed,4
ORD0000049,CUS00018,2024-07-24,2024-07,2024,Q3,Wednesday,False,True,Liverpool,England,Paid Social,505.58,31.6,537.18,0.21,Pending,1
ORD0000050,CUS00018,2024-09-09,2024-09,2024,Q3,Monday,False,False,Liverpool,England,Paid Social,94.97,6.67,101.64,0.0,Completed,3
ORD0000051,CUS00019,2024-11-24,2024-11,2024,Q4,Sunday,True,True,Birmingham,England,Google Ads,8.19,4.52,12.71,0.18,Cancelled,1
ORD0000052,CUS00020,2022-03-02,2022-03,2022,Q1,Wednesday,False,False,London,England,Paid Social,12.99,4.43,17.42,0.0,Completed,1
ORD0000053,CUS00020,2022-05-08,2022-05,2022,Q2,Sunday,True,False,London,England,Paid Social,29.99,5.06,35.05,0.0,Pending,1
ORD0000054,CUS00021,2024-01-14,2024-01,2024,Q1,Sunday,True,False,Liverpool,England,Google Ads,185.97,5.73,191.7,0.0,Completed,2
ORD0000055,CUS00022,2024-12-03,2024-12,2024,Q4,Tuesday,False,False,London,England,Paid Social,54.99,6.32,61.31,0.0,Completed,1
ORD0000056,CUS00022,2024-12-19,2024-12,2024,Q4,Thursday,False,False,London,England,Paid Social,134.97,7.79,142.76,0.0,Completed,2
ORD0000057,CUS00023,2022-12-07,2022-12,2022,Q4,Wednesday,False,False,Birmingham,England,Paid Social,98.98,5.67,104.65,0.1,Returned,2
ORD0000058,CUS00023,2022-12-30,2022-12,2022,Q4,Friday,False,True,Birmingham,England,Paid Social,348.57,4.7,353.27,0.17,Completed,1
ORD0000059,CUS00024,2023-11-30,2023-11,2023,Q4,Thursday,False,True,London,England,Organic,6.79,4.01,10.8,0.15,Completed,1
ORD0000060,CUS00025,2024-11-12,2024-11,2024,Q4,Tuesday,False,False,London,England,Google Ads,89.99,4.43,94.42,0.0,Completed,1
ORD0000061,CUS00026,2022-08-19,2022-08,2022,Q3,Friday,False,False,London,England,Email,109.98,5.06,115.04,0.0,Completed,1
ORD0000062,CUS00026,2022-09-02,2022-09,2022,Q3,Friday,False,False,London,England,Email,187.96,8.53,196.49,0.0,Completed,3
ORD0000063,CUS00027,2023-11-14,2023-11,2023,Q4,Tuesday,False,False,London,England,Email,65.95,4.89,70.84,0.0,Completed,2
ORD0000064,CUS00028,2024-07-02,2024-07,2024,Q3,Tuesday,False,False,Birmingham,England,Paid Social,209.98,6.62,216.6,0.0,Completed,2
ORD0000065,CUS00029,2024-04-13,2024-04,2024,Q2,Saturday,True,False,London,England,Google Ads,79.96,4.43,84.39,0.0,Cancelled,2
ORD0000066,CUS00030,2023-09-30,2023-09,2023,Q3,Saturday,True,True,London,England,Organic,756.75,31.9,788.65,0.14,Completed,4
ORD0000067,CUS00031,2022-11-13,2022-11,2022,Q4,Sunday,True,False,Newcastle,England,Email,34.99,5.62,40.61,0.0,Completed,1
ORD0000068,CUS00031,2022-12-13,2022-12,2022,Q4,Tuesday,False,False,Newcastle,England,Email,79.98,8.46,88.44,0.0,Returned,2
ORD0000069,CUS00032,2023-10-23,2023-10,2023,Q4,Monday,False,False,Birmingham,England,Google Ads,189.98,5.99,195.97,0.0,Completed,2
ORD0000070,CUS00033,2023-06-15,2023-06,2023,Q2,Thursday,False,False,Manchester,England,Google Ads,29.69,5.48,35.17,0.0,Completed,2
ORD0000071,CUS00034,2023-10-08,2023-10,2023,Q4,Sunday,True,False,London,England,Paid Social,109.99,4.96,114.95,0.0,Completed,1
ORD0000072,CUS00035,2023-06-06,2023-06,2023,Q2,Tuesday,False,False,Glasgow,Scotland,Google Ads,54.99,8.43,63.42,0.0,Completed,1
ORD0000073,CUS00036,2024-09-22,2024-09,2024,Q3,Sunday,True,False,Manchester,England,Paid Social,95.97,8.29,104.26,0.0,Completed,2
ORD0000074,CUS00037,2024-07-21,2024-07,2024,Q3,Sunday,True,False,Sheffield,England,Google Ads,109.99,5.75,115.74,0.0,Completed,1
ORD0000075,CUS00038,2023-04-03,2023-04,2023,Q2,Monday,False,False,Birmingham,England,Direct,11.71,5.15,16.86,0.0,Completed,1
ORD0000076,CUS00038,2023-06-10,2023-06,2023,Q2,Saturday,True,False,Birmingham,England,Direct,139.99,4.37,144.36,0.0,Returned,1
ORD0000077,CUS00038,2023-09-02,2023-09,2023,Q3,Saturday,True,False,Birmingham,England,Direct,52.79,5.04,57.83,0.12,Completed,1
ORD0000078,CUS00038,2023-10-06,2023-10,2023,Q4,Friday,False,False,Birmingham,England,Direct,345.97,19.11,365.08,0.0,Pending,2
ORD0000079,CUS00038,2023-12-18,2023-12,2023,Q4,Monday,False,False,Birmingham,England,Direct,195.95,6.99,202.94,0.0,Completed,3
ORD0000080,CUS00038,2024-01-09,2024-01,2024,Q1,Tuesday,False,False,Birmingham,England,Direct,8.99,4.37,13.36,0.0,Completed,1
ORD0000081,CUS00038,2024-01-23,2024-01,2024,Q1,Tuesday,False,False,Birmingham,England,Direct,34.99,4.83,39.82,0.0,Completed,1
ORD0000082,CUS00038,2024-02-29,2024-02,2024,Q1,Thursday,False,True,Birmingham,England,Direct,122.39,5.46,127.33,0.28,Completed,1
ORD0000083,CUS00038,2024-03-21,2024-03,2024,Q1,Thursday,False,False,Birmingham,England,Direct,74.98,5.84,80.82,0.0,Completed,2
ORD0000084,CUS00038,2024-07-01,2024-07,2024,Q3,Monday,False,False,Birmingham,England,Direct,89.99,4.83,94.82,0.0,Completed,1
ORD0000085,CUS00038,2024-07-15,2024-07,2024,Q3,Monday,False,False,Birmingham,England,Direct,415.1,8.57,423.67,0.0,Completed,4
ORD0000086,CUS00038,2024-09-14,2024-09,2024,Q3,Saturday,True,False,Birmingham,England,Direct,32.99,5.67,38.66,0.0,Completed,1
ORD0000087,CUS00038,2024-12-06,2024-12,2024,Q4,Friday,False,False,Birmingham,England,Direct,169.99,4.94,174.93,0.0,Completed,1
ORD0000088,CUS00039,2023-12-18,2023-12,2023,Q4,Monday,False,False,Leeds,England,Paid Social,89.99,5.13,95.12,0.0,Completed,1
ORD0000089,CUS00040,2023-02-01,2023-02,2023,Q1,Wednesday,False,False,Birmingham,England,Paid Social,5.99,4.37,10.36,0.0,Completed,1
ORD0000090,CUS00041,2023-09-15,2023-09,2023,Q3,Friday,False,False,London,England,Email,89.99,4.43,94.42,0.0,Returned,1
ORD0000091,CUS00042,2023-05-23,2023-05,2023,Q2,Tuesday,False,False,Birmingham,England,Paid Social,39.99,5.88,45.87,0.0,Completed,1
ORD0000092,CUS00042,2023-07-21,2023-07,2023,Q3,Friday,False,False,Birmingham,England,Paid Social,29.99,5.46,35.45,0.0,Completed,1
ORD0000093,CUS00042,2023-08-31,2023-08,2023,Q3,Thursday,False,True,Birmingham,England,Paid Social,25.07,5.67,30.74,0.24,Completed,1
ORD0000094,CUS00042,2023-10-20,2023-10,2023,Q4,Friday,False,False,Birmingham,England,Paid Social,130.97,5.63,136.6,0.0,Completed,3
ORD0000095,CUS00042,2023-11-03,2023-11,2023,Q4,Friday,False,False,Birmingham,England,Paid Social,249.93,13.02,262.95,0.0,Completed,3
ORD0000096,CUS00042,2023-11-17,2023-11,2023,Q4,Friday,False,False,Birmingham,England,Paid Social,49.99,4.52,54.51,0.0,Completed,1
ORD0000097,CUS00042,2023-12-15,2023-12,2023,Q4,Friday,False,False,Birmingham,England,Paid Social,97.98,6.72,104.7,0.0,Completed,2
ORD0000098,CUS00042,2023-12-29,2023-12,2023,Q4,Friday,False,True,Birmingham,England,Paid Social,39.59,4.83,44.42,0.28,Completed,1
ORD0000099,CUS00042,2024-01-12,2024-01,2024,Q1,Friday,False,False,Birmingham,England,Paid Social,11.71,5.15,16.86,0.0,Completed,1
ORD0000100,CUS00042,2024-03-10,2024-03,2024,Q1,Sunday,True,False,Birmingham,England,Paid Social,179.97,6.72,186.69,0.0,Completed,1
ORD0000101,CUS00042,2024-06-28,2024-06,2024,Q2,Friday,False,True,Birmingham,England,Paid Social,109.77,8.04,117.81,0.21,Completed,4
ORD0000102,CUS00042,2024-12-25,2024-12,2024,Q4,Wednesday,False,True,Birmingham,England,Paid Social,41.99,4.52,46.51,0.16,Completed,1
ORD0000103,CUS00043,2024-03-30,2024-03,2024,Q1,Saturday,True,True,London,England,Direct,43.99,6.32,50.31,0.2,Completed,1
ORD0000104,CUS00044,2023-06-12,2023-06,2023,Q2,Monday,False,False,London,England,Paid Social,358.94,7.85,366.79,0.0,Completed,4
ORD0000105,CUS00045,2023-09-20,2023-09,2023,Q3,Wednesday,False,False,London,England,Google Ads,42.99,5.69,48.68,0.0,Completed,1
ORD0000106,CUS00046,2024-06-02,2024-06,2024,Q2,Sunday,True,False,Birmingham,England,Paid Social,89.99,4.83,94.82,0.0,Completed,1
ORD0000107,CUS00047,2023-07-28,2023-07,2023,Q3,Friday,False,True,London,England,Email,68.84,6.82,75.66,0.16,Completed,2
ORD0000108,CUS00048,2024-11-10,2024-11,2024,Q4,Sunday,True,False,London,England,Paid Social,228.4,7.05,235.45,0.0,Cancelled,3
ORD0000109,CUS00049,2022-10-24,2022-10,2022,Q4,Monday,False,True,London,England,Paid Social,26.09,5.06,31.15,0.13,Returned,1
ORD0000110,CUS00049,2022-11-21,2022-11,2022,Q4,Monday,False,False,London,England,Paid Social,44.99,4.18,49.17,0.0,Returned,1
ORD0000111,CUS00049,2023-01-30,2023-01,2023,Q1,Monday,False,True,London,England,Paid Social,246.96,6.32,253.28,0.24,Completed,2
ORD0000112,CUS00050,2024-06-24,2024-06,2024,Q2,Monday,False,True,Glasgow,Scotland,Paid Social,121.53,10.43,131.96,0.15,Completed,2
ORD0000113,CUS00051,2023-08-10,2023-08,2023,Q3,Thursday,False,False,Birmingham,England,Paid Social,132.59,6.89,139.48,0.12,Completed,3
ORD0000114,CUS00052,2023-08-14,2023-08,2023,Q3,Monday,False,False,Sheffield,England,Paid Social,109.99,5.75,115.74,0.0,Completed,1
ORD0000115,CUS00052,2023-12-27,2023-12,2023,Q4,Wednesday,False,True,Sheffield,England,Paid Social,1303.03,120.73,1423.76,0.17,Completed,3
ORD0000116,CUS00052,2024-03-21,2024-03,2024,Q1,Thursday,False,False,Sheffield,England,Paid Social,8.99,4.77,13.76,0.0,Completed,1
ORD0000117,CUS00052,2024-04-15,2024-04,2024,Q2,Monday,False,False,Sheffield,England,Paid Social,12.99,5.23,18.22,0.0,Cancelled,1
ORD0000118,CUS00052,2024-05-25,2024-05,2024,Q2,Saturday,True,True,Sheffield,England,Paid Social,30.44,5.23,35.67,0.13,Completed,1
ORD0000119,CUS00053,2024-03-03,2024-03,2024,Q1,Sunday,True,False,London,England,Paid Social,171.98,8.21,180.19,0.06,Completed,3
ORD0000120,CUS00054,2023-11-16,2023-11,2023,Q4,Thursday,False,False,Bristol,England,Paid Social,52.98,6.5,59.48,0.0,Completed,2
ORD0000121,CUS00054,2023-12-06,2023-12,2023,Q4,Wednesday,False,False,Bristol,England,Paid Social,39.99,6.18,46.17,0.0,Completed,1
ORD0000122,CUS00055,2023-08-01,2023-08,2023,Q3,Tuesday,False,False,Manchester,England,Direct,78.97,6.47,85.44,0.0,Completed,2
ORD0000123,CUS00055,2023-10-28,2023-10,2023,Q4,Saturday,True,True,Manchester,England,Direct,554.98,10.29,565.27,0.15,Completed,4
ORD0000124,CUS00055,2023-12-18,2023-12,2023,Q4,Monday,False,False,Manchester,England,Direct,89.99,4.83,94.82,0.0,Completed,1
ORD0000125,CUS00055,2024-01-01,2024-01,2024,Q1,Monday,False,False,Manchester,England,Direct,179.97,5.46,186.69,0.0,Completed,1
ORD0000126,CUS00055,2024-06-29,2024-06,2024,Q2,Saturday,True,True,Manchester,England,Direct,67.49,4.83,72.32,0.25,Completed,1
ORD0000127,CUS00055,2024-08-01,2024-08,2024,Q3,Thursday,False,False,Manchester,England,Direct,39.98,5.25,45.23,0.0,Completed,1
ORD0000128,CUS00055,2024-11-17,2024-11,2024,Q4,Sunday,True,False,Manchester,England,Direct,1087.94,46.62,1134.56,0.0,Returned,4
ORD0000129,CUS00056,2022-01-06,2022-01,2022,Q1,Thursday,False,False,Sheffield,England,Email,32.99,6.07,39.06,0.0,Completed,1
ORD0000130,CUS00057,2022-06-21,2022-06,2022,Q2,Tuesday,False,False,Manchester,England,Paid Social,44.99,4.52,49.51,0.1,Completed,1
ORD0000131,CUS00057,2022-07-18,2022-07,2022,Q3,Monday,False,False,Manchester,England,Paid Social,9.99,4.52,14.51,0.0,Completed,1
ORD0000132,CUS00057,2022-08-11,2022-08,2022,Q3,Thursday,False,False,Manchester,England,Paid Social,21.7,5.46,27.16,0.0,Completed,2
ORD0000133,CUS00057,2022-09-12,2022-09,2022,Q3,Monday,False,False,Manchester,England,Paid Social,159.96,7.25,167.21,0.0,Completed,3
ORD0000134,CUS00057,2023-03-06,2023-03,2023,Q1,Monday,False,False,Manchester,England,Paid Social,54.99,4.83,59.82,0.0,Completed,1
ORD0000135,CUS00057,2023-06-02,2023-06,2023,Q2,Friday,False,False,Manchester,England,Paid Social,289.97,7.14,297.11,0.0,Completed,2
ORD0000136,CUS00057,2023-07-09,2023-07,2023,Q3,Sunday,True,False,Manchester,England,Paid Social,69.98,5.46,75.44,0.0,Completed,1
ORD0000137,CUS00058,2024-05-24,2024-05,2024,Q2,Friday,False,True,London,England,Email,254.99,4.43,259.42,0.15,Completed,1
ORD0000138,CUS00058,2024-08-08,2024-08,2024,Q3,Thursday,False,False,London,England,Email,35.99,5.48,41.47,0.1,Completed,1
ORD0000139,CUS00058,2024-08-22,2024-08,2024,Q3,Thursday,False,False,London,England,Email,59.99,4.64,64.63,0.0,Returned,1
ORD0000140,CUS00059,2023-11-18,2023-11,2023,Q4,Saturday,True,False,Birmingham,England,Paid Social,34.3,4.79,39.09,0.12,Completed,1
ORD0000141,CUS00060,2024-05-12,2024-05,2024,Q2,Sunday,True,False,London,England,Paid Social,7.99,4.01,12.0,0.0,Completed,1
ORD0000142,CUS00060,2024-07-18,2024-07,2024,Q3,Thursday,False,False,London,England,Paid Social,169.99,4.54,174.53,0.0,Completed,1
ORD0000143,CUS00060,2024-08-06,2024-08,2024,Q3,Tuesday,False,False,London,England,Paid Social,34.99,4.33,39.32,0.0,Completed,1
ORD0000144,CUS00061,2024-12-07,2024-12,2024,Q4,Saturday,True,False,Bristol,England,Paid Social,234.97,6.39,241.36,0.0,Completed,2
ORD0000145,CUS00062,2024-04-26,2024-04,2024,Q2,Friday,False,True,London,England,Paid Social,63.16,6.21,69.37,0.19,Completed,2
ORD0000146,CUS00063,2022-04-20,2022-04,2022,Q2,Wednesday,False,False,London,England,Referral,151.15,7.29,158.44,0.1,Completed,3
ORD0000147,CUS00063,2022-05-29,2022-05,2022,Q2,Sunday,True,True,London,England,Referral,260.08,4.6,264.68,0.15,Completed,2
ORD0000148,CUS00064,2023-03-27,2023-03,2023,Q1,Monday,False,True,London,England,Paid Social,354.18,17.62,371.8,0.23,Completed,2
ORD0000149,CUS00064,2023-05-05,2023-05,2023,Q2,Friday,False,False,London,England,Paid Social,117.47,5.19,122.66,0.06,Completed,2
ORD0000150,CUS00065,2024-01-01,2024-01,2024,Q1,Monday,False,False,Sheffield,England,Paid Social,209.96,6.49,216.45,0.0,Completed,2
ORD0000151,CUS00066,2022-12-09,2022-12,2022,Q4,Friday,False,False,Liverpool,England,Direct,130.68,6.67,137.35,0.0,Completed,3
ORD0000152,CUS00067,2024-12-14,2024-12,2024,Q4,Saturday,True,False,London,England,Email,399.97,18.46,418.43,0.0,Completed,3
ORD0000153,CUS00068,2024-12-03,2024-12,2024,Q4,Tuesday,False,False,Edinburgh,Scotland,Google Ads,89.99,8.83,98.82,0.0,Completed,1
ORD0000154,CUS00069,2024-09-30,2024-09,2024,Q3,Monday,False,True,London,England,Paid Social,31.19,5.48,36.67,0.22,Completed,1
ORD0000155,CUS00070,2023-10-04,2023-10,2023,Q4,Wednesday,False,False,Manchester,England,Paid Social,108.95,5.73,114.68,0.0,Completed,3
ORD0000156,CUS00070,2023-12-25,2023-12,2023,Q4,Monday,False,True,Manchester,England,Paid Social,153.05,6.26,159.31,0.19,Completed,3
ORD0000157,CUS00070,2024-05-11,2024-05,2024,Q2,Saturday,True,False,Manchester,England,Paid Social,309.97,5.8,315.77,0.0,Completed,3
ORD0000158,CUS00070,2024-07-30,2024-07,2024,Q3,Tuesday,False,True,Manchester,England,Paid Social,157.48,6.62,164.1,0.25,Completed,2
ORD0000159,CUS00070,2024-09-22,2024-09,2024,Q3,Sunday,True,False,Manchester,England,Paid Social,139.99,4.37,144.36,0.0,Completed,1
ORD0000160,CUS00070,2024-11-02,2024-11,2024,Q4,Saturday,True,False,Manchester,England,Paid Social,63.98,6.89,70.87,0.0,Completed,2
ORD0000161,CUS00070,2024-11-16,2024-11,2024,Q4,Saturday,True,False,Manchester,England,Paid Social,157.98,5.15,163.13,0.0,Completed,2
ORD0000162,CUS00070,2024-11-30,2024-11,2024,Q4,Saturday,True,True,Manchester,England,Paid Social,303.36,8.61,311.97,0.18,Completed,4
ORD0000163,CUS00070,2024-12-29,2024-12,2024,Q4,Sunday,True,True,Manchester,England,Paid Social,57.78,5.46,63.24,0.15,Completed,2
ORD0000164,CUS00071,2024-09-26,2024-09,2024,Q3,Thursday,False,True,Liverpool,England,Paid Social,66.58,5.06,71.64,0.26,Completed,1
ORD0000165,CUS00072,2022-08-16,2022-08,2022,Q3,Tuesday,False,False,Manchester,England,Paid Social,89.99,4.83,94.82,0.0,Completed,1
ORD0000166,CUS00073,2023-03-25,2023-03,2023,Q1,Saturday,True,True,London,England,Paid Social,277.18,42.23,319.41,0.28,Completed,2
ORD0000167,CUS00074,2023-09-25,2023-09,2023,Q3,Monday,False,True,Manchester,England,Paid Social,55.79,6.41,62.2,0.24,Completed,2
ORD0000168,CUS00074,2023-10-28,2023-10,2023,Q4,Saturday,True,True,Manchester,England,Paid Social,79.18,9.24,88.42,0.28,Cancelled,1
ORD0000169,CUS00075,2024-06-25,2024-06,2024,Q2,Tuesday,False,True,London,England,Paid Social,42.32,4.81,47.13,0.27,Completed,2
ORD0000170,CUS00076,2023-10-16,2023-10,2023,Q4,Monday,False,False,Manchester,England,Email,528.96,19.03,547.99,0.0,Completed,4
ORD0000171,CUS00077,2022-08-24,2022-08,2022,Q3,Wednesday,False,True,Newcastle,England,Google Ads,7.29,5.42,12.71,0.27,Completed,1
ORD0000172,CUS00078,2023-05-08,2023-05,2023,Q2,Monday,False,False,Liverpool,England,Google Ads,59.99,5.14,65.13,0.0,Completed,1
ORD0000173,CUS00079,2023-04-15,2023-04,2023,Q2,Saturday,True,False,Leeds,England,Paid Social,109.99,5.66,115.65,0.0,Completed,1
ORD0000174,CUS00079,2023-04-29,2023-04,2023,Q2,Saturday,True,True,Leeds,England,Paid Social,149.59,5.24,154.83,0.12,Completed,1
ORD0000175,CUS00079,2023-06-13,2023-06,2023,Q2,Tuesday,False,False,Leeds,England,Paid Social,319.99,18.15,338.14,0.0,Returned,1
ORD0000176,CUS00080,2023-03-13,2023-03,2023,Q1,Monday,False,False,London,England,Paid Social,8.99,3.97,12.96,0.0,Completed,1
ORD0000177,CUS00080,2023-03-27,2023-03,2023,Q1,Monday,False,True,London,England,Paid Social,125.52,5.06,130.58,0.19,Completed,2
ORD0000178,CUS00080,2023-04-25,2023-04,2023,Q2,Tuesday,False,True,London,England,Paid Social,79.65,4.72,84.37,0.17,Completed,2
ORD0000179,CUS00081,2022-10-02,2022-10,2022,Q4,Sunday,True,False,London,England,Google Ads,39.99,5.48,45.47,0.0,Completed,1
ORD0000180,CUS00082,2023-08-03,2023-08,2023,Q3,Thursday,False,False,Liverpool,England,Paid Social,139.99,4.47,144.46,0.0,Completed,1
ORD0000181,CUS00083,2023-09-08,2023-09,2023,Q3,Friday,False,False,London,England,Paid Social,54.99,4.43,59.42,0.0,Completed,1
ORD0000182,CUS00083,2023-09-22,2023-09,2023,Q3,Friday,False,False,London,England,Paid Social,754.96,32.57,787.53,0.0,Completed,3
ORD0000183,CUS00083,2023-10-06,2023-10,2023,Q4,Friday,False,False,London,England,Paid Social,98.97,8.21,107.18,0.0,Completed,1
ORD0000184,CUS00083,2023-10-31,2023-10,2023,Q4,Tuesday,False,True,London,England,Paid Social,43.44,6.32,49.76,0.21,Completed,1
